id,image_url,thumb_url,category,color,stone,finish,surrounding,caption,tags,headstone
IMG0139,https://lumargo.pl/wp-content/uploads/2023/02/DSC_1098-1920x1275.jpg,,kominki,"czarny, biały",granite,polerowany,Kominek w nowoczesnym wnętrzu z eleganckimi detalami.,"Stylowy kominek, który doda charakteru każdemu pomieszczeniu.","kominek, granite, nowoczesny, wykończenie, design",nan
IMG0140,https://lumargo.pl/wp-content/uploads/2023/02/DSC_0065-scaled.jpg,,kominki,"beżowy, brązowy",nan,nan,Kominek w nowoczesnym wnętrzu.,"Elegancki kominek, który doda ciepła każdemu pomieszczeniu.","kominek, wnętrze, styl nowoczesny, ciepło, design",nan
IMG0141,https://lumargo.pl/wp-content/uploads/2023/02/20150210_113156-1920x1440.jpg,,kominki,biały,marmur,polerowany,Kominek w nowoczesnym wnętrzu z drewnianymi akcentami.,"Elegancki kominek z marmuru, idealny do nowoczesnych aranżacji.","kominek marmurowy, nowoczesny design, wykończenie polerowane",nan
IMG0142,https://lumargo.pl/wp-content/uploads/2023/02/20150210_113135-1920x1440.jpg,,kominki,biały,marmur,polerowany,Kominek w nowoczesnym wnętrzu z drewnianymi akcentami.,"Elegancki kominek z marmuru, idealny do nowoczesnych wnętrz.","kominek marmurowy, nowoczesny design, wykończenie wnętrz, elegancki styl",nan
IMG0143,https://lumargo.pl/wp-content/uploads/2023/02/13393970_1030093693710773_7870197288733529318_n.jpg,,kominki,czarny,granite,polerowany,Kominek w nowoczesnym wnętrzu z eleganckim wykończeniem.,"Elegancki kominek, który doda stylu każdemu wnętrzu.","kominek nowoczesny, granite, wykończenie polerowane, stylowe wnętrze",nan
IMG0144,https://lumargo.pl/wp-content/uploads/2023/02/13466088_1030093670377442_7675113228169387250_n-300x225-1.jpg,,kominki,czarny,granite,polerowany,Kominek w nowoczesnym wnętrzu z eleganckim wykończeniem.,"Elegancki kominek z granitu, idealny do nowoczesnych wnętrz.","kominek granitowy, nowoczesne wnętrze, polerowany kamień, elegancki design",nan
IMG0145,https://lumargo.pl/wp-content/uploads/2023/02/20210508_105955-1920x2560.jpg,,lazienki,"czarny, biały",nan,nan,Nowoczesna łazienka z dużymi oknami i eleganckimi detalami.,"Stylowa łazienka, która łączy elegancję z funkcjonalnością.","nowoczesny design, elegancka łazienka, stylowe wnętrze",nan
IMG0146,https://lumargo.pl/wp-content/uploads/2023/02/20211030_151509-1920x909.jpg,,lazienki,"czarny, biały",granit,polerowany,Ujęcie przedstawia nowoczesną łazienkę z umywalką na blacie.,Elegancki granitowy blat w nowoczesnej łazience.,"blat granitowy, nowoczesna łazienka, wykończenie wnętrz, design, styl",nan
IMG0147,https://lumargo.pl/wp-content/uploads/2023/02/12717641_956257427761067_2073131710740062980_n.jpg,,lazienki,czarny,granite,polerowany,Nowoczesna łazienka z eleganckim wykończeniem.,Elegancja granitu w Twojej łazience.,"granite, nowoczesny, łazienka, wykończenie, design",nan
IMG0148,https://lumargo.pl/wp-content/uploads/2023/02/12728951_956270761093067_2801968233772136397_n.jpg,,lazienki,biały z szarym,marmur,polerowany,Nowoczesna łazienka z eleganckimi elementami kamiennymi.,Elegancja marmuru w Twojej łazience.,"marmur, nowoczesny design, wykończenie wnętrz, kamień naturalny",nan
IMG0149,https://lumargo.pl/wp-content/uploads/2023/02/20130222_171947-761x1024-1.jpg,,lazienki,"beżowy, czerwony",nan,nan,Nowoczesna łazienka z eleganckimi detalami.,Stwórz wyjątkową przestrzeń w swojej łazience.,"nowoczesna łazienka, eleganckie wykończenie, stylowe detale",nan
IMG0150,https://lumargo.pl/wp-content/uploads/2023/02/20130222_172227-1024x768-1.jpg,,lazienki,beżowy,nan,nan,Wnętrze łazienki z wanną i płytkami.,Elegancka łazienka z nowoczesną wanną.,"łazienka, wanna, nowoczesny, wykończenie, płytki",nan
IMG0151,https://lumargo.pl/wp-content/uploads/2023/02/DSC_1156-680x1024-1.jpg,,lazienki,"czarny, szary",nan,nan,Nowoczesna łazienka z kamiennym akcentem na ścianie.,Elegancka łazienka z unikalnym kamiennym wykończeniem.,"nowoczesny design, kamień w łazience, stylowe wnętrze",nan
IMG0152,https://lumargo.pl/wp-content/uploads/2023/02/DSC_1162-1024x680-1.jpg,,lazienki,"czarny, szary, beżowy",granit,polerowany,Nowoczesna łazienka z kamiennymi akcentami.,Elegancki granit w nowoczesnej łazience.,"kamień granitowy, wykończenie łazienki, design wnętrz, nowoczesne rozwiązania",nan
IMG0153,https://lumargo.pl/wp-content/uploads/2023/02/DSC_1163-1024x680-1.jpg,,lazienki,"beżowy, brązowy",nan,nan,Nowoczesna łazienka z elementami kamiennymi.,Elegancka łazienka z naturalnymi akcentami kamiennymi.,"nowoczesna łazienka, kamień, design wnętrz, styl skandynawski",nan
IMG0154,https://lumargo.pl/wp-content/uploads/2023/02/IMG_5088-1024x682-1.jpg,,lazienki,"szary, biały",nan,nan,Nowoczesna łazienka z dużym oknem i wanną.,"Elegancka łazienka, idealna do relaksu.","nowoczesna łazienka, wanna, design wnętrz, styl skandynawski",nan
